station_origin,station_destination,flows,population,jobs,distance
Aldgate,Tufnell Park,0,2886,557,8461.903413
Aldgate,Turnham Green,0,2886,1515,14721.50959
Aldgate,Turnpike Lane,2,2886,992,11709.6009
Aldgate,Upton Park,0,2886,1642,9606.053166
Aldgate,Uxbridge,29,2886,4316,33210.58646
Aldgate,Vauxhall,3,2886,16242,8204.985952
Aldgate,Victoria,5,2886,33251,6168.286647
Aldgate,Walthamstow Central,0,2886,5271,11104.24314
Aldgate,Wanstead,0,2886,419,12776.82984
Aldgate,Warren Street,0,2886,17309,5591.939154
Aldgate,Warwick Avenue,2,2886,1174,9424.724206
Aldgate,Waterloo,3,2886,23466,3979.871684
Aldgate,Watford,2,2886,961,36351.66851
Aldgate,Wembley Central,0,2886,1327,18012.19666
Aldgate,Wembley Park,40,2886,5759,17469.6378
Aldgate,West Acton,0,2886,488,17432.40508
Aldgate,West Brompton,0,2886,5859,10736.11192
Aldgate,West Finchley,0,2886,91,16402.01247
Aldgate,West Ham,0,2886,5487,7355.139029
Aldgate,West Hampstead,9,2886,5856,10958.99839
Aldgate,West Harrow,2,2886,122,23167.50731
Aldgate,West Kensington,0,2886,1345,11112.78802
Aldgate,West Ruislip,0,2886,194,29054.25969
Aldgate,Westbourne Park,6,2886,1347,10398.79902
Aldgate,Westminster,14,2886,15466,4830.231711
Aldgate,White City,2,2886,5966,12483.20647
Aldgate,Whitechapel,2,2886,17633,2399.75485
Aldgate,Willesden Green,5,2886,830,13159.67793
Aldgate,Willesden Junction,1,2886,4165,13654.91622
Aldgate,Wimbledon,0,2886,6295,19080.69019
Aldgate,Wood Green,4,2886,2146,12640.42653
Aldgate,Wood Lane,8,2886,1578,12418.18156
Aldgate,Woodford,0,2886,706,15795.30556
Aldgate,Woodside Park,0,2886,745,17348.48682
Aldgate East,Acton Town,2,3172,2202,17186.099
Aldgate East,Aldgate,0,3172,7782,1436.420782
Aldgate East,Alperton,0,3172,741,22159.18695
Aldgate East,Amersham,0,3172,256,45477.50736
Aldgate East,Angel,20,3172,8103,3774.127894
Aldgate East,Archway,4,3172,2193,9699.22141
Aldgate East,Arnos Grove,0,3172,748,15743.88882
Aldgate East,Arsenal,0,3172,315,7742.857107
Aldgate East,Baker Street,45,3172,14973,6912.408506
Aldgate East,Balham,2,3172,3814,10960.18963
Aldgate East,Bank and Monument,95,3172,78549,1678.964428
Aldgate East,Barbican,45,3172,9134,2107.241782
Aldgate East,Barking,15,3172,7004,11892.17314
Aldgate East,Barkingside,0,3172,262,17466.84992
Aldgate East,Barons Court,7,3172,2956,11915.56798
Aldgate East,Bayswater,0,3172,615,10563.38792
Aldgate East,Becontree,0,3172,456,15186.62552
Aldgate East,Belsize Park,2,3172,2255,8694.996733
Aldgate East,Bermondsey,0,3172,3172,4653.519337
Aldgate East,Bethnal Green,0,3172,4660,3374.157969
Aldgate East,Blackfriars,165,3172,10849,2916.720146
Aldgate East,Blackhorse Road,1,3172,2955,12907.08876
Aldgate East,Bond Street,39,3172,20967,6414.828706
Aldgate East,Borough,7,3172,3254,3080.286666
Aldgate East,Boston Manor,2,3172,892,20697.83565
Aldgate East,Bounds Green,0,3172,778,14389.64633
Aldgate East,Bow Road,16,3172,1193,3697.702795
Aldgate East,Brent Cross,0,3172,450,13773.81485
Aldgate East,Brixton,5,3172,5084,8526.914972
Aldgate East,Bromley-by-Bow,18,3172,1613,4706.472705
Aldgate East,Buckhurst Hill,0,3172,228,16692.49412
Aldgate East,Burnt Oak,1,3172,649,18366.35762
Aldgate East,Caledonian Road,3,3172,1803,6460.850528
Aldgate East,Camden Town,16,3172,6348,6663.118647
Aldgate East,Canada Water,0,3172,20443,3802.266972
Aldgate East,Canary Wharf,3,3172,58772,5127.998899
Aldgate East,Canning Town,5,3172,15428,7175.796382
Aldgate East,Cannon Street,85,3172,4698,2008.277144
Aldgate East,Canons Park,0,3172,526,23569.49382
Aldgate East,Chalk Farm,4,3172,1329,7656.895794
Aldgate East,Chancery Lane,9,3172,15391,3623.640465
Aldgate East,Charing Cross,1,3172,7016,4803.685768
Aldgate East,Chigwell,0,3172,148,17939.97428
Aldgate East,Chiswick Park,4,3172,1517,15913.92976
Aldgate East,Clapham Common,3,3172,2020,8535.2368
Aldgate East,Clapham North,2,3172,1238,7892.479309
Aldgate East,Clapham South,1,3172,1513,9787.555033
Aldgate East,Cockfosters,0,3172,262,20932.6606
Aldgate East,Colindale,2,3172,2081,17059.93557
Aldgate East,Colliers Wood,0,3172,865,14290.73618
Aldgate East,Covent Garden,3,3172,4355,4822.064749
Aldgate East,Dagenham East,2,3172,649,17894.05409
Aldgate East,Dagenham Heathway,2,3172,1108,16614.8263
Aldgate East,Debden,2,3172,865,20580.08562
Aldgate East,Dollis Hill,1,3172,847,14649.5692
Aldgate East,Ealing Broadway,3,3172,4846,19291.35443
Aldgate East,Ealing Common,0,3172,915,18212.72183
Aldgate East,Earl's Court,21,3172,6613,10410.76991
Aldgate East,East Acton,1,3172,1505,14682.43817
Aldgate East,East Finchley,0,3172,1253,13038.44686
Aldgate East,East Ham,14,3172,2062,9469.878211
Aldgate East,East Putney,9,3172,1877,14676.28725
Aldgate East,Eastcote,0,3172,364,26594.75601
Aldgate East,Edgware,0,3172,772,19884.4873
Aldgate East,Edgware Road,20,3172,6868,7947.248874
Aldgate East,Elephant & Castle,18,3172,6427,3901.426818
Aldgate East,Elm Park,0,3172,269,20189.84245
Aldgate East,Embankment,131,3172,10220,4463.354948
Aldgate East,Epping,0,3172,498,26527.68046
Aldgate East,Euston,13,3172,16800,5289.519837
Aldgate East,Euston Square,105,3172,8093,5465.628843
Aldgate East,Fairlop,0,3172,182,18635.57976
Aldgate East,Farringdon,140,3172,25592,2568.151725
Aldgate East,Finchley Central,4,3172,1921,15409.00341
Aldgate East,Finchley Road,1,3172,3417,10447.04575
Aldgate East,Finsbury Park,2,3172,6769,8515.6098
Aldgate East,Fulham Broadway,9,3172,4200,11920.92098
Aldgate East,Gants Hill,0,3172,601,13978.53838
Aldgate East,Gloucester Road,20,3172,5194,9500.648698
Aldgate East,Golders Green,1,3172,1871,12258.72574
Aldgate East,Goldhawk Road,4,3172,370,13627.51582
Aldgate East,Goodge Street,13,3172,6457,5630.658205
Aldgate East,Grange Hill,0,3172,76,19286.88701
Aldgate East,Great Portland Street,30,3172,6936,6085.589061
Aldgate East,Green Park,46,3172,26754,6153.120295
Aldgate East,Greenford,0,3172,1157,22143.57117
Aldgate East,Gunnersbury,14,3172,4775,16510.87478
Aldgate East,Hainault,0,3172,356,19514.26332
Aldgate East,Hammersmith,37,3172,18250,12809.40006
Aldgate East,Hampstead,2,3172,2010,9872.999837
Aldgate East,Hanger Lane,1,3172,1493,18317.25084
Aldgate East,Harlesden,2,3172,1668,15042.9313
Aldgate East,Harrow & Wealdstone,0,3172,1335,23707.52138
Aldgate East,Harrow-on-the-Hill,0,3172,3019,22169.4205
Aldgate East,Hatton Cross,3,3172,1219,29254.38635
Aldgate East,Heathrow Terminal 4,1,3172,693,31130.71905
Aldgate East,Heathrow Terminal 5,4,3172,975,34122.41578
Aldgate East,Heathrow Terminals 2 & 3,9,3172,2406,31667.1373
Aldgate East,Hendon Central,4,3172,1878,14907.42219
Aldgate East,High Barnet,0,3172,953,21662.0009
Aldgate East,High Street Kensington,10,3172,5427,10505.76748
Aldgate East,Highbury & Islington,0,3172,25385,7008.003172
Aldgate East,Highgate,1,3172,856,11289.42621
Aldgate East,Hillingdon,0,3172,318,31309.97322
Aldgate East,Holborn,50,3172,22346,4189.124178
Aldgate East,Holland Park,1,3172,2063,10513.07314
Aldgate East,Holloway Road,3,3172,1696,7076.147971
Aldgate East,Hornchurch,1,3172,451,21734.16966
Aldgate East,Hounslow Central,0,3172,708,24971.829
Aldgate East,Hounslow East,1,3172,843,24226.14462
Aldgate East,Hounslow West,1,3172,401,26450.91269
Aldgate East,Hyde Park Corner,2,3172,2410,6933.009595
Aldgate East,Kennington,2,3172,1161,4740.995208
Aldgate East,Kensal Green,0,3172,472,12546.44922
Aldgate East,Kensington,0,3172,2252,11957.46109
Aldgate East,Kentish Town,2,3172,3404,7941.08429
Aldgate East,Kew Gardens,1,3172,792,18291.1557
Aldgate East,Kilburn,1,3172,1953,12218.40189
Aldgate East,Kilburn Park,1,3172,823,11307.90018
Aldgate East,King's Cross St. Pancras,111,3172,33330,4426.150163
Aldgate East,Kingsbury,0,3172,1018,20630.19124
Aldgate East,Knightsbridge,12,3172,6821,7516.963184
Aldgate East,Ladbroke Grove,5,3172,2131,11448.52084
Aldgate East,Lambeth North,4,3172,1319,4795.607928
Aldgate East,Lancaster Gate,2,3172,1820,8316.867126
Aldgate East,Latimer Road,3,3172,1109,12108.10137
Aldgate East,Leicester Square,17,3172,8847,5187.596048
Aldgate East,Leyton,3,3172,1447,8009.114947
Aldgate East,Leytonstone,9,3172,1844,9672.958508
Aldgate East,Liverpool Street,47,3172,61122,965.8659667
Aldgate East,London Bridge,25,3172,29930,2565.692799
Aldgate East,Loughton,0,3172,655,18527.96853
Aldgate East,Maida Vale,1,3172,949,10456.11866
Aldgate East,Manor House,0,3172,1311,9631.723428
Aldgate East,Mansion House,80,3172,7815,2256.45585
Aldgate East,Marble Arch,7,3172,6145,7098.264941
Aldgate East,Marylebone,7,3172,4250,7450.706832
Aldgate East,Mile End,22,3172,3759,3072.77063
Aldgate East,Mill Hill East,0,3172,681,16931.20585
Aldgate East,Moorgate,65,3172,24574,1399.953415
Aldgate East,Morden,2,3172,1447,16902.45063
Aldgate East,Mornington Crescent,2,3172,2927,6072.908434
Aldgate East,Neasden,0,3172,732,15435.15221
Aldgate East,Newbury Park,0,3172,559,16336.2955
Aldgate East,North Acton,3,3172,3168,15862.95749
Aldgate East,North Ealing,0,3172,332,19137.13029
Aldgate East,North Greenwich,6,3172,6276,6957.78219
Aldgate East,North Harrow,0,3172,190,24149.04923
Aldgate East,North Wembley,1,3172,365,19604.13498
Aldgate East,Northfields,0,3172,864,19766.98351
Aldgate East,Northolt,0,3172,663,23962.03743
Aldgate East,Northwick Park,0,3172,1713,20866.28865
Aldgate East,Northwood,0,3172,1018,29412.12211
Aldgate East,Northwood Hills,0,3172,488,27825.45323
Aldgate East,Notting Hill Gate,0,3172,5490,9813.339678
Aldgate East,Oakwood,0,3172,423,19588.68226
Aldgate East,Old Street,7,3172,15897,2253.473134
Aldgate East,Osterley,1,3172,521,23258.64994
Aldgate East,Oval,7,3172,2544,5656.152892
Aldgate East,Oxford Circus,50,3172,44368,5860.488141
Aldgate East,Paddington,67,3172,20198,8735.88015
Aldgate East,Park Royal,3,3172,1552,20236.78874
Aldgate East,Parsons Green,7,3172,2711,12623.25931
Aldgate East,Perivale,0,3172,532,20547.13605
Aldgate East,Piccadilly Circus,61,3172,13641,5375.494208
Aldgate East,Pimlico,4,3172,5585,7810.211985
Aldgate East,Pinner,0,3172,292,25666.80464
Aldgate East,Plaistow,9,3172,1049,6848.553741
Aldgate East,Preston Road,0,3172,411,19133.15485
Aldgate East,Putney Bridge,12,3172,2494,13617.72166
Aldgate East,Queen's Park,1,3172,2167,11161.82356
Aldgate East,Queensbury,0,3172,439,21876.18647
Aldgate East,Queensway,3,3172,1882,9175.016747
Aldgate East,Ravenscourt Park,5,3172,1895,13649.50298
Aldgate East,Rayners Lane,0,3172,426,24775.40163
Aldgate East,Redbridge,0,3172,198,12520.79462
Aldgate East,Regent's Park,0,3172,3364,6838.538769
Aldgate East,Richmond,16,3172,5397,20459.31896
Aldgate East,Roding Valley,0,3172,84,15751.31491
Aldgate East,Royal Oak,3,3172,856,9673.176663
Aldgate East,Ruislip,0,3172,257,28399.88104
Aldgate East,Ruislip Manor,0,3172,408,27720.99506
Aldgate East,Russell Square,5,3172,5172,4895.558493
Aldgate East,Seven Sisters,1,3172,10191,10432.29083
Aldgate East,Shepherd's Bush,2,3172,9890,11424.75256
Aldgate East,Shepherd's Bush Market,3,3172,416,13188.2264
Aldgate East,Sloane Square,58,3172,8229,7576.092847
Aldgate East,Snaresbrook,2,3172,512,11331.10913
Aldgate East,South Ealing,2,3172,670,19314.03822
Aldgate East,South Harrow,0,3172,387,26580.95834
Aldgate East,South Kensington,79,3172,15325,8749.315219
Aldgate East,South Ruislip,0,3172,289,26286.02795
Aldgate East,South Wimbledon,2,3172,1361,15369.20432
Aldgate East,South Woodford,3,3172,766,12646.92986
Aldgate East,Southfields,3,3172,1351,16307.17535
Aldgate East,Southgate,0,3172,874,17723.0374
Aldgate East,Southwark,1,3172,10326,3664.041884
Aldgate East,St. James's Park,117,3172,13339,5633.028238
Aldgate East,St. John's Wood,2,3172,3982,9051.338599
Aldgate East,St. Paul's,4,3172,13446,2528.489269
Aldgate East,Stamford Brook,5,3172,784,14358.79254
Aldgate East,Stanmore,0,3172,983,24989.16329
Aldgate East,Stepney Green,38,3172,1879,2043.498252
Aldgate East,Stockwell,4,3172,1623,6940.17743
Aldgate East,Stonebridge Park,0,3172,729,16537.88008
Aldgate East,Stratford,82,3172,55954,5877.772021
Aldgate East,Sudbury Hill,0,3172,277,25436.60084
Aldgate East,Sudbury Town,0,3172,218,23819.54423
Aldgate East,Swiss Cottage,1,3172,2598,10021.27889
Aldgate East,Temple,195,3172,6780,3668.760945
Aldgate East,Theydon Bois,0,3172,98,23902.19677
Aldgate East,Tooting Bec,2,3172,1239,11935.35506
Aldgate East,Tooting Broadway,8,3172,4506,13010.3165
Aldgate East,Tottenham Court Road,45,3172,19126,4986.185835
Aldgate East,Tottenham Hale,0,3172,3239,11585.83
Aldgate East,Totteridge & Whetstone,0,3172,287,19069.3704
Aldgate East,Tower Hill,25,3172,8286,839.2339844
Aldgate East,Tufnell Park,0,3172,557,8705.685298
Aldgate East,Turnham Green,6,3172,1515,14963.55678
Aldgate East,Turnpike Lane,0,3172,992,11953.38279
Aldgate East,Upminster,0,3172,1132,24271.88177
Aldgate East,Upminster Bridge,0,3172,568,22961.09914
Aldgate East,Upney,1,3172,485,13259.46862
Aldgate East,Upton Park,12,3172,1642,8169.632384
Aldgate East,Uxbridge,0,3172,4316,33454.36835
Aldgate East,Vauxhall,19,3172,16242,8447.03314
Aldgate East,Victoria,31,3172,33251,6410.333834
Aldgate East,Walthamstow Central,0,3172,5271,11348.02502
Aldgate East,Wanstead,0,3172,419,11340.40906
Aldgate East,Warren Street,3,3172,17309,5835.721038
Aldgate East,Warwick Avenue,1,3172,1174,9668.50609
Aldgate East,Waterloo,49,3172,23466,4221.918872
Aldgate East,Watford,0,3172,961,36595.4504
Aldgate East,Wembley Central,0,3172,1327,18255.97854
Aldgate East,Wembley Park,1,3172,5759,17713.41968
Aldgate East,West Acton,0,3172,488,17674.45226
Aldgate East,West Brompton,11,3172,5859,10978.1591
Aldgate East,West Finchley,0,3172,91,16645.79436
Aldgate East,West Ham,13,3172,5487,5918.718248
Aldgate East,West Hampstead,4,3172,5856,11202.78028
Aldgate East,West Kensington,16,3172,1345,11354.83521
Aldgate East,West Ruislip,0,3172,194,29296.30688
Aldgate East,Westbourne Park,5,3172,1347,10642.58091
Aldgate East,Westminster,100,3172,15466,5072.278898
Aldgate East,White City,4,3172,5966,12725.25366
Aldgate East,Whitechapel,81,3172,17633,963.3340688
Aldgate East,Willesden Green,0,3172,830,13403.45982
Aldgate East,Willesden Junction,0,3172,4165,13898.69811
Aldgate East,Wimbledon,24,3172,6295,19322.73738
Aldgate East,Wimbledon Park,0,3172,596,17666.82512
Aldgate East,Wood Green,0,3172,2146,12884.20841
Aldgate East,Wood Lane,12,3172,1578,12661.96345
Aldgate East,Woodford,1,3172,706,14358.88478
Aldgate East,Woodside Park,1,3172,745,17592.2687
All Saints,Bank and Monument,93,740,78549,5917.717591
All Saints,Beckton,1,740,442,9302.664812
All Saints,Bow Church,74,740,925,1997.258036
All Saints,Canary Wharf,67,740,58772,1340.088733
All Saints,Canning Town,9,740,15428,3021.466205
All Saints,Crossharbour,4,740,1208,2940.050073
All Saints,Custom House,0,740,845,4617.398667
All Saints,Cutty Sark,13,740,1748,4757.473422
All Saints,Cyprus,1,740,850,7324.642655
All Saints,Deptford Bridge,10,740,840,6175.979765
All Saints,Devons Road,27,740,611,1358.772791
All Saints,East India,0,740,1522,1866.247706
All Saints,Elverson Road,1,740,226,6903.480215
All Saints,Gallions Reach,4,740,557,8066.416536
All Saints,Greenwich,4,740,1189,5391.115854
All Saints,Heron Quays,30,740,5975,1691.66072
All Saints,Island Gardens,5,740,691,3959.870884
All Saints,Langdon Park,25,740,1989,506.4239944
All Saints,Lewisham,21,740,2400,7467.026007
All Saints,Limehouse,4,740,2969,2408.112394
All Saints,London City Airport,1,740,1941,6569.987185
All Saints,Mudchute,2,740,302,3406.419875
All Saints,Pontoon Dock,5,740,1123,5428.637156
All Saints,Poplar,3,740,1301,751.9819427
All Saints,Pudding Mill Lane,6,740,431,3005.55233
All Saints,Royal Albert,0,740,684,6030.306029
All Saints,Royal Victoria,0,740,763,4011.055279
All Saints,Shadwell,18,740,7447,3600.616127
All Saints,South Quay,12,740,4591,2343.302569
All Saints,Stratford,258,740,55954,4142.585587
All Saints,Stratford International,9,740,1546,5463.653704
All Saints,Tower Gateway,16,740,3342,4877.919614
All Saints,West Ham,0,740,5487,4716.546951
All Saints,West India Quay,11,740,400,1012.844517
All Saints,Westferry,1,740,1250,1434.495387
All Saints,Woolwich Arsenal,5,740,4428,10027.83982
Alperton,Acton Town,95,1624,2202,4973.087944
Alperton,Aldgate East,3,1624,7932,22159.18695
Alperton,Amersham,0,1624,256,32482.50425
Alperton,Angel,4,1624,8103,20737.0606
Alperton,Arnos Grove,0,1624,748,30874.48053
Alperton,Arsenal,0,1624,315,22873.44882
Alperton,Baker Street,2,1624,14973,17070.48354
Alperton,Bank and Monument,7,1624,78549,20480.22252
Alperton,Barbican,0,1624,9134,21875.65026
Alperton,Barking,0,1624,7004,34051.36009
Alperton,Barons Court,32,1624,2956,10243.61897
Alperton,Bayswater,0,1624,615,14759.97092
Alperton,Bermondsey,1,1624,3172,21779.87063
Alperton,Blackfriars,7,1624,10849,19310.93008
Alperton,Blackhorse Road,1,1624,2955,29619.83481
Alperton,Bond Street,1,1624,20967,17223.44225
Alperton,Boston Manor,17,1624,892,8484.824593
Alperton,Bounds Green,0,1624,778,29520.23804
Alperton,Brixton,4,1624,5084,21067.65277
Alperton,Caledonian Road,1,1624,1803,21591.44225
Alperton,Camden Town,0,1624,6348,20154.61087
Alperton,Canada Water,2,1624,20443,22769.38755
Alperton,Canary Wharf,7,1624,58772,25371.25383
Alperton,Canning Town,4,1624,15428,27915.44243
Alperton,Cannon Street,1,1624,4698,20219.37309
Alperton,Chalfont & Latimer,0,1624,554,29096.8441
Alperton,Chancery Lane,3,1624,15391,18790.80301
Alperton,Charing Cross,1,1624,7016,17423.96446
Alperton,Chiswick Park,25,1624,1517,6248.03275
Alperton,Cockfosters,0,1624,262,36063.25232
Alperton,Covent Garden,8,1624,4355,17592.37873
Alperton,Croxley,0,1624,340,21545.56876
Alperton,Ealing Broadway,32,1624,4846,5511.762197
Alperton,Ealing Common,76,1624,915,3946.465114
Alperton,Earl's Court,84,1624,6613,11748.41703
Alperton,East Ham,0,1624,2062,31629.06516
Alperton,East Putney,9,1624,1877,16013.93437
Alperton,Eastcote,14,1624,364,8387.79064
Alperton,Edgware Road,0,1624,6868,16035.64317
Alperton,Elephant & Castle,3,1624,6427,19506.67741
Alperton,Embankment,0,1624,10220,17764.29528
Alperton,Euston,2,1624,16800,18781.01206
Alperton,Farringdon,1,1624,25592,21414.74032
Alperton,Finchley Road,1,1624,3417,18956.7141
Alperton,Finsbury Park,2,1624,6769,23646.20152
Alperton,Fulham Broadway,9,1624,4200,13258.5681
Alperton,Gloucester Road,16,1624,5194,12658.53825
Alperton,Goldhawk Road,2,1624,370,10355.37622
Alperton,Goodge Street,1,1624,6457,18457.26017
Alperton,Green Park,22,1624,26754,16074.52994
Alperton,Gunnersbury,2,1624,4775,8742.948165
Alperton,Hammersmith,184,1624,18250,9349.786884
Alperton,Harrow-on-the-Hill,8,1624,3019,9174.417389
Alperton,Hatton Cross,37,1624,1219,17041.37529
Alperton,Heathrow Terminal 4,4,1624,693,18917.70799
Alperton,Heathrow Terminal 5,6,1624,975,21909.40472
Alperton,Heathrow Terminals 2 & 3,13,1624,2406,19454.12624
Alperton,High Barnet,0,1624,953,35153.49312
Alperton,High Street Kensington,4,1624,5427,13049.27715
Alperton,Highbury & Islington,0,1624,25385,22138.59489
Alperton,Hillingdon,3,1624,318,13103.00785
Alperton,Holborn,12,1624,22346,18225.3193
Alperton,Holloway Road,2,1624,1696,22206.73969
Alperton,Hounslow Central,18,1624,708,12758.81794
Alperton,Hounslow East,47,1624,843,12013.13356
Alperton,Hounslow West,21,1624,401,14237.90163
Alperton,Hyde Park Corner,14,1624,2410,15294.64064
Alperton,Ickenham,5,1624,282,11978.57066
Alperton,Kennington,1,1624,1161,19697.46659
Alperton,Kew Gardens,2,1624,792,10523.22908
Alperton,King's Cross St. Pancras,15,1624,33330,19556.74188
Alperton,Knightsbridge,30,1624,6821,14710.68705
Alperton,Ladbroke Grove,3,1624,2131,12534.37121
Alperton,Lambeth North,1,1624,1319,18510.95713
Alperton,Latimer Road,0,1624,1109,11874.79067
